genome name1 name2 coverage_overlap compared_bases_count consensus_SNPs population_SNPs popANI conANI percent_compared tid1 animal1 exhibit1 date1 tid2 animal2 exhibit2 date2 timediff dyad sample1 sample2
CAVAFE01.fasta NA000332 NA000405 0.5622469099589357 1520309 2602 2169 0.998573316345559 0.9982885058234872 0.483664990090064 T001080 Dokana Orangutan 2025-03-02 T001183 Pini Orangutan 2025-04-13 42 Dokana/Pini Dokana_02Mar25 Pini_13Apr25
CAVAFE01.fasta NA000332 NA000410 0.9677024187527774 2717001 355 11 0.999995951418494 0.99986934123322 0.864375769491396 T001080 Dokana Orangutan 2025-03-02 T001062 Dokana Orangutan 2025-02-21 9 Dokana/Dokana Dokana_02Mar25 Dokana_21Feb25
CAVAFE01.fasta NA000333 NA000344 0.9203047256075195 2595215 4480 3761 0.99855079444285 0.998273746105814 0.825631261313711 T001081 Sari Orangutan 2025-03-04 T001062 Dokana Orangutan 2025-02-21 11 Dokana/Sari Sari_04Mar25 Dokana_21Feb25
CAVAFE01.fasta NA000333 NA000345 0.8870659360410607 2447612 3925 3272 0.998663186812289 0.9983963961608294 0.778673436600272 T001081 Sari Orangutan 2025-03-04 T001063 Raja Orangutan 2025-02-21 11 Raja/Sari Sari_04Mar25 Raja_21Feb25
CAVAFE01.fasta NA000333 NA000355 0.9208935091436407 2606412 1877 1554 0.99940377806732 0.9992798529165765 0.829193429855789 T001081 Sari Orangutan 2025-03-04 T001074 Pini Orangutan 2025-02-27 5 Pini/Sari Sari_04Mar25 Pini_27Feb25
CAVAFE01.fasta NA000333 NA000371 0.8032605586813958 2181541 1463 1179 0.999459556341137 0.9993293731357787 0.694026678883088 T001081 Sari Orangutan 2025-03-04 T001160 Pini Orangutan 2025-03-29 25 Pini/Sari Sari_04Mar25 Pini_29Mar25
CAVAFE01.fasta NA000333 NA000373 0.7388257156395295 1992732 178 11 0.999994479940102 0.9999106753943832 0.633959743073384 T001081 Sari Orangutan 2025-03-04 T001163 Lursa Orangutan 2025-03-30 26 Lursa/Sari Sari_04Mar25 Lursa_30Mar25
CAVAFE01.fasta NA000333 NA000381 0.8084708600455001 2200988 1512 1256 0.999429347184083 0.9993130357821124 0.700213469241023 T001081 Sari Orangutan 2025-03-04 T001183 Pini Orangutan 2025-04-13 40 Pini/Sari Sari_04Mar25 Pini_13Apr25
CAVAFE01.fasta NA000333 NA000391 0.9236678981301154 2580737 1732 1495 0.99942070811555 0.9993288738837006 0.821025288628866 T001081 Sari Orangutan 2025-03-04 T001074 Pini Orangutan 2025-02-27 5 Pini/Sari Sari_04Mar25 Pini_27Feb25
CAVAFE01.fasta NA000333 NA000405 0.5604503027041 1470565 996 761 0.999482511823687 0.999322709298807 0.467839634016371 T001081 Sari Orangutan 2025-03-04 T001183 Pini Orangutan 2025-04-13 40 Pini/Sari Sari_04Mar25 Pini_13Apr25
CAVAFE01.fasta NA000333 NA000410 0.9220230663620683 2583119 4377 3726 0.998557557743178 0.9983055368335721 0.821783088527699 T001081 Sari Orangutan 2025-03-04 T001062 Dokana Orangutan 2025-02-21 11 Dokana/Sari Sari_04Mar25 Dokana_21Feb25
CAVAFE01.fasta NA000344 NA000345 0.9246724574551252 2603856 982 262 0.999899379996436 0.9996228670095427 0.82838027429684 T001062 Dokana Orangutan 2025-02-21 T001063 Raja Orangutan 2025-02-21 0 Dokana/Raja Dokana_21Feb25 Raja_21Feb25
CAVAFE01.fasta NA000344 NA000355 0.9838740610299402 2799664 5327 4321 0.998456600506346 0.9980972716726008 0.890673843814323 T001062 Dokana Orangutan 2025-02-21 T001074 Pini Orangutan 2025-02-27 6 Dokana/Pini Dokana_21Feb25 Pini_27Feb25
CAVAFE01.fasta NA000344 NA000371 0.8184965340073195 2296823 4094 3413 0.998514034385758 0.9982175378773201 0.730702030661946 T001062 Dokana Orangutan 2025-02-21 T001160 Pini Orangutan 2025-03-29 36 Dokana/Pini Dokana_21Feb25 Pini_29Mar25
CAVAFE01.fasta NA000344 NA000373 0.747149172555292 2093239 3599 3007 0.998563470296512 0.9982806550040392 0.665934635782026 T001062 Dokana Orangutan 2025-02-21 T001163 Lursa Orangutan 2025-03-30 37 Dokana/Lursa Dokana_21Feb25 Lursa_30Mar25
CAVAFE01.fasta NA000344 NA000381 0.8238721158336314 2316905 4039 3401 0.998532093460889 0.9982567261065948 0.737090837365707 T001062 Dokana Orangutan 2025-02-21 T001183 Pini Orangutan 2025-04-13 51 Dokana/Pini Dokana_21Feb25 Pini_13Apr25
CAVAFE01.fasta NA000344 NA000391 0.9730289456289833 2753114 4992 4158 0.998489710197253 0.9981867804965577 0.875864614053339 T001062 Dokana Orangutan 2025-02-21 T001074 Pini Orangutan 2025-02-27 6 Dokana/Pini Dokana_21Feb25 Pini_27Feb25
CAVAFE01.fasta NA000344 NA000405 0.5570454285642498 1537242 2662 2189 0.998576021212015 0.9982683273030531 0.489051986600113 T001062 Dokana Orangutan 2025-02-21 T001183 Pini Orangutan 2025-04-13 51 Dokana/Pini Dokana_21Feb25 Pini_13Apr25
CAVAFE01.fasta NA000344 NA000410 0.9819162779235306 2774987 335 7 0.99999747746566 0.9998792787137382 0.882823202293124 T001062 Dokana Orangutan 2025-02-21 T001062 Dokana Orangutan 2025-02-21 0 Dokana/Dokana Dokana_21Feb25 Dokana_21Feb25
CAVAFE01.fasta NA000345 NA000355 0.9177775641404465 2600115 4662 3767 0.998551217926899 0.998207002382587 0.827190127604341 T001063 Raja Orangutan 2025-02-21 T001074 Pini Orangutan 2025-02-27 6 Pini/Raja Raja_21Feb25 Pini_27Feb25
CAVAFE01.fasta NA000345 NA000371 0.8002746410237711 2176567 3768 3004 0.998619844920924 0.9982688334427564 0.69244427053011 T001063 Raja Orangutan 2025-02-21 T001160 Pini Orangutan 2025-03-29 36 Pini/Raja Raja_21Feb25 Pini_29Mar25
CAVAFE01.fasta NA000345 NA000373 0.7346781981234313 1986055 3125 2587 0.998697417745229 0.9984265289732661 0.631835549150418 T001063 Raja Orangutan 2025-02-21 T001163 Lursa Orangutan 2025-03-30 37 Lursa/Raja Raja_21Feb25 Lursa_30Mar25
CAVAFE01.fasta NA000345 NA000381 0.8035388521331661 2192872 3665 2973 0.998644243713267 0.9983286758187436 0.697631477646176 T001063 Raja Orangutan 2025-02-21 T001183 Pini Orangutan 2025-04-13 51 Pini/Raja Raja_21Feb25 Pini_13Apr25
CAVAFE01.fasta NA000345 NA000391 0.9204266225607131 2574309 4473 3648 0.998582920698331 0.9982624463496806 0.818980310564341 T001063 Raja Orangutan 2025-02-21 T001074 Pini Orangutan 2025-02-27 6 Pini/Raja Raja_21Feb25 Pini_27Feb25
CAVAFE01.fasta NA000345 NA000405 0.5582960486884677 1467032 2486 1944 0.998674875531004 0.9983054221039487 0.466715659607229 T001063 Raja Orangutan 2025-02-21 T001183 Pini Orangutan 2025-04-13 51 Pini/Raja Raja_21Feb25 Pini_13Apr25
CAVAFE01.fasta NA000345 NA000410 0.9258565251372207 2590896 940 273 0.999894631046557 0.9996371911493167 0.824257232026113 T001063 Raja Orangutan 2025-02-21 T001062 Dokana Orangutan 2025-02-21 0 Dokana/Raja Raja_21Feb25 Dokana_21Feb25
CAVAFE01.fasta NA000355 NA000371 0.8180535560640092 2304922 252 10 0.999995661458392 0.9998906687514806 0.733278613945172 T001074 Pini Orangutan 2025-02-27 T001160 Pini Orangutan 2025-03-29 30 Pini/Pini Pini_27Feb25 Pini_29Mar25
CAVAFE01.fasta NA000355 NA000373 0.7472417594694675 2101665 1419 1190 0.99943378226311 0.9993248210347511 0.668615249529954 T001074 Pini Orangutan 2025-02-27 T001163 Lursa Orangutan 2025-03-30 31 Lursa/Pini Pini_27Feb25 Lursa_30Mar25
CAVAFE01.fasta NA000355 NA000381 0.8245531504087216 2326674 220 4 0.999998280807711 0.9999054444241007 0.740198707731659 T001074 Pini Orangutan 2025-02-27 T001183 Pini Orangutan 2025-04-13 45 Pini/Pini Pini_27Feb25 Pini_13Apr25
CAVAFE01.fasta NA000355 NA000391 0.9755178004510923 2767262 255 5 0.999998193159881 0.9999078511539565 0.880365601865549 T001074 Pini Orangutan 2025-02-27 T001074 Pini Orangutan 2025-02-27 0 Pini/Pini Pini_27Feb25 Pini_27Feb25
CAVAFE01.fasta NA000355 NA000405 0.556214105295835 1541735 212 6 0.999996108280606 0.9998624925814099 0.490481371547827 T001074 Pini Orangutan 2025-02-27 T001183 Pini Orangutan 2025-04-13 45 Pini/Pini Pini_27Feb25 Pini_13Apr25
CAVAFE01.fasta NA000355 NA000410 0.9757423707630368 2772509 5108 4298 0.998449779603962 0.9981576254576631 0.882034861340434 T001074 Pini Orangutan 2025-02-27 T001062 Dokana Orangutan 2025-02-21 6 Dokana/Pini Pini_27Feb25 Dokana_21Feb25
CAVAFE01.fasta NA000371 NA000373 0.686069322574869 1783896 1180 963 0.99946017032383 0.9993385264611838 0.567521498038692 T001160 Pini Orangutan 2025-03-29 T001163 Lursa Orangutan 2025-03-30 1 Lursa/Pini Pini_29Mar25 Lursa_30Mar25
CAVAFE01.fasta NA000371 NA000381 0.7423984249570763 1965759 164 8 0.999995930325131 0.999916571665194 0.625378661347433 T001160 Pini Orangutan 2025-03-29 T001183 Pini Orangutan 2025-04-13 15 Pini/Pini Pini_29Mar25 Pini_13Apr25
CAVAFE01.fasta NA000371 NA000391 0.8249797566955188 2288512 267 15 0.99999344552268 0.9998833303037082 0.728058002551451 T001160 Pini Orangutan 2025-03-29 T001074 Pini Orangutan 2025-02-27 30 Pini/Pini Pini_29Mar25 Pini_27Feb25
CAVAFE01.fasta NA000371 NA000405 0.5354866747280628 1323847 218 6 0.999995467754204 0.9998353284027535 0.421163359643179 T001160 Pini Orangutan 2025-03-29 T001183 Pini Orangutan 2025-04-13 15 Pini/Pini Pini_29Mar25 Pini_13Apr25
CAVAFE01.fasta NA000371 NA000410 0.8212037442190977 2287402 4015 3408 0.998510100104835 0.9982447335448688 0.727704871616226 T001160 Pini Orangutan 2025-03-29 T001062 Dokana Orangutan 2025-02-21 36 Dokana/Pini Pini_29Mar25 Dokana_21Feb25
CAVAFE01.fasta NA000373 NA000381 0.6886609583267144 1797912 1171 983 0.999453254664299 0.9993486889235959 0.571980491901849 T001163 Lursa Orangutan 2025-03-30 T001183 Pini Orangutan 2025-04-13 14 Lursa/Pini Lursa_30Mar25 Pini_13Apr25
CAVAFE01.fasta NA000373 NA000391 0.7527035652688715 2085013 1368 1166 0.999440770872891 0.9993438889829463 0.663317649229634 T001163 Lursa Orangutan 2025-03-30 T001074 Pini Orangutan 2025-02-27 31 Lursa/Pini Lursa_30Mar25 Pini_27Feb25
CAVAFE01.fasta NA000373 NA000405 0.5117852195878898 1215877 802 610 0.999498304516 0.9993403938062814 0.386814218133114 T001163 Lursa Orangutan 2025-03-30 T001183 Pini Orangutan 2025-04-13 14 Lursa/Pini Lursa_30Mar25 Pini_13Apr25
CAVAFE01.fasta NA000373 NA000410 0.7501161872744423 2085118 3473 2951 0.998584732374858 0.9983343868308652 0.66335105350729 T001163 Lursa Orangutan 2025-03-30 T001062 Dokana Orangutan 2025-02-21 37 Dokana/Lursa Lursa_30Mar25 Dokana_21Feb25
CAVAFE01.fasta NA000381 NA000391 0.830719676540196 2308961 200 15 0.99999350357152 0.9999133809535977 0.73456356515902 T001183 Pini Orangutan 2025-04-13 T001074 Pini Orangutan 2025-02-27 45 Pini/Pini Pini_13Apr25 Pini_27Feb25
CAVAFE01.fasta NA000381 NA000405 0.5387010905731282 1336550 183 5 0.999996259025102 0.9998630803187311 0.425204640967642 T001183 Pini Orangutan 2025-04-13 T001183 Pini Orangutan 2025-04-13 0 Pini/Pini Pini_13Apr25 Pini_13Apr25
CAVAFE01.fasta NA000381 NA000410 0.8266790631348347 2307348 3972 3386 0.99853251438448 0.9982785431586393 0.734050411827023 T001183 Pini Orangutan 2025-04-13 T001062 Dokana Orangutan 2025-02-21 51 Dokana/Pini Pini_13Apr25 Dokana_21Feb25
CAVAFE01.fasta NA000391 NA000405 0.5626900386645818 1532476 183 10 0.999993474612327 0.9998805854055789 0.487535750530492 T001074 Pini Orangutan 2025-02-27 T001183 Pini Orangutan 2025-04-13 45 Pini/Pini Pini_27Feb25 Pini_13Apr25
CAVAFE01.fasta NA000391 NA000410 0.9701195193225709 2733676 4883 4136 0.998487018944454 0.9982137605188033 0.869680686919203 T001074 Pini Orangutan 2025-02-27 T001062 Dokana Orangutan 2025-02-21 6 Dokana/Pini Pini_27Feb25 Dokana_21Feb25
CAVAFE01.fasta NA000405 NA000410 0.5603277160246384 1532847 2628 2201 0.998564109790475 0.998285543175542 0.487653778978211 T001183 Pini Orangutan 2025-04-13 T001062 Dokana Orangutan 2025-02-21 51 Dokana/Pini Pini_13Apr25 Dokana_21Feb25
CAVAIJ01.fasta NA000332 NA000333 0.6271800652586922 1164880 28174 8704 0.992527985715267 0.9758138177322986 0.466575905300568 T001080 Dokana Orangutan 2025-03-02 T001081 Sari Orangutan 2025-03-04 2 Dokana/Sari Dokana_02Mar25 Sari_04Mar25
CAVAIJ01.fasta NA000332 NA000344 0.838502050740064 1791559 8621 95 0.999946973557667 0.9951879899015327 0.71758315219111 T001080 Dokana Orangutan 2025-03-02 T001062 Dokana Orangutan 2025-02-21 9 Dokana/Dokana Dokana_02Mar25 Dokana_21Feb25
CAVAIJ01.fasta NA000332 NA000345 0.7598851947256338 1528761 16698 4266 0.997209504952049 0.9890774293692736 0.612323198581143 T001080 Dokana Orangutan 2025-03-02 T001063 Raja Orangutan 2025-02-21 9 Dokana/Raja Dokana_02Mar25 Raja_21Feb25
CAVAIJ01.fasta NA000332 NA000348 0.7186958726768441 1411771 15373 4735 0.996646056619664 0.9891108402141707 0.565464539181794 T001080 Dokana Orangutan 2025-03-02 T001066 Padana Orangutan 2025-02-21 9 Dokana/Padana Dokana_02Mar25 Padana_21Feb25
CAVAIJ01.fasta NA000332 NA000373 0.5325489887673888 1026502 7152 697 0.999320994990755 0.9930326487430127 0.41115059056971 T001080 Dokana Orangutan 2025-03-02 T001163 Lursa Orangutan 2025-03-30 28 Dokana/Lursa Dokana_02Mar25 Lursa_30Mar25
CAVAIJ01.fasta NA000332 NA000381 0.3536146344536406 640972 6952 3027 0.99527748481993 0.9891539724044108 0.256732102167018 T001080 Dokana Orangutan 2025-03-02 T001183 Pini Orangutan 2025-04-13 42 Dokana/Pini Dokana_02Mar25 Pini_13Apr25
CAVAIJ01.fasta NA000332 NA000405 0.34630924042657335 624894 6655 2882 0.99538801780782 0.9893501937928673 0.250292290851326 T001080 Dokana Orangutan 2025-03-02 T001183 Pini Orangutan 2025-04-13 42 Dokana/Pini Dokana_02Mar25 Pini_13Apr25
CAVAIJ01.fasta NA000332 NA000410 0.8337764888746536 1764042 8708 93 0.999947280166799 0.9950636095965969 0.706561614190496 T001080 Dokana Orangutan 2025-03-02 T001062 Dokana Orangutan 2025-02-21 9 Dokana/Dokana Dokana_02Mar25 Dokana_21Feb25
CAVAIJ01.fasta NA000333 NA000344 0.6575910830395797 1290401 31331 9202 0.992868883393612 0.975719950620001 0.516851533871092 T001081 Sari Orangutan 2025-03-04 T001062 Dokana Orangutan 2025-02-21 11 Dokana/Sari Sari_04Mar25 Dokana_21Feb25
CAVAIJ01.fasta NA000333 NA000345 0.6833205699256218 1222390 26777 4221 0.996546928557989 0.9780945524750694 0.489610707437986 T001081 Sari Orangutan 2025-03-04 T001063 Raja Orangutan 2025-02-21 11 Raja/Sari Sari_04Mar25 Raja_21Feb25
CAVAIJ01.fasta NA000333 NA000348 0.6494006687620033 1128134 25708 7018 0.993779107801024 0.9772119269519401 0.451857824282631 T001081 Sari Orangutan 2025-03-04 T001066 Padana Orangutan 2025-02-21 11 Padana/Sari Sari_04Mar25 Padana_21Feb25
CAVAIJ01.fasta NA000333 NA000373 0.500670155348884 795193 17463 3609 0.99546147916292 0.9780392936054517 0.31850310234846 T001081 Sari Orangutan 2025-03-04 T001163 Lursa Orangutan 2025-03-30 26 Lursa/Sari Sari_04Mar25 Lursa_30Mar25
CAVAIJ01.fasta NA000333 NA000410 0.6581162983254737 1277275 30867 9163 0.992826133761328 0.9758337084809457 0.511594103635381 T001081 Sari Orangutan 2025-03-04 T001062 Dokana Orangutan 2025-02-21 11 Dokana/Sari Sari_04Mar25 Dokana_21Feb25
CAVAIJ01.fasta NA000344 NA000345 0.8180542173536595 1701948 18800 4258 0.997498160930886 0.9889538340771868 0.6816907568801 T001062 Dokana Orangutan 2025-02-21 T001063 Raja Orangutan 2025-02-21 0 Dokana/Raja Dokana_21Feb25 Raja_21Feb25
CAVAIJ01.fasta NA000344 NA000348 0.7638934659824774 1566205 17321 4673 0.997016354819452 0.9889407836138947 0.627320853445227 T001062 Dokana Orangutan 2025-02-21 T001066 Padana Orangutan 2025-02-21 0 Dokana/Padana Dokana_21Feb25 Padana_21Feb25
CAVAIJ01.fasta NA000344 NA000373 0.5359418501404063 1115555 9137 638 0.999428087364585 0.9918094580724393 0.446819487018041 T001062 Dokana Orangutan 2025-02-21 T001163 Lursa Orangutan 2025-03-30 37 Dokana/Lursa Dokana_21Feb25 Lursa_30Mar25
CAVAIJ01.fasta NA000344 NA000381 0.3479341821573827 694886 7523 2975 0.995718722207671 0.9891737637540546 0.278326578300503 T001062 Dokana Orangutan 2025-02-21 T001183 Pini Orangutan 2025-04-13 51 Dokana/Pini Dokana_21Feb25 Pini_13Apr25
CAVAIJ01.fasta NA000344 NA000405 0.33936201321918363 675705 7318 2976 0.995595711146136 0.9891698300293768 0.270643905029806 T001062 Dokana Orangutan 2025-02-21 T001183 Pini Orangutan 2025-04-13 51 Dokana/Pini Dokana_21Feb25 Pini_13Apr25
CAVAIJ01.fasta NA000344 NA000410 0.9182413608272872 1983620 8724 55 0.999972272915175 0.9956019802179853 0.794510419332732 T001062 Dokana Orangutan 2025-02-21 T001062 Dokana Orangutan 2025-02-21 0 Dokana/Dokana Dokana_21Feb25 Dokana_21Feb25
CAVAIJ01.fasta NA000345 NA000348 0.7840487503209091 1468446 4722 418 0.999715345337861 0.996784355706645 0.588164894096386 T001063 Raja Orangutan 2025-02-21 T001066 Padana Orangutan 2025-02-21 0 Padana/Raja Raja_21Feb25 Padana_21Feb25
CAVAIJ01.fasta NA000345 NA000373 0.5300418392133596 987363 10412 2229 0.997742471613783 0.9894547395436126 0.395474027870068 T001063 Raja Orangutan 2025-02-21 T001163 Lursa Orangutan 2025-03-30 37 Lursa/Raja Raja_21Feb25 Lursa_30Mar25
CAVAIJ01.fasta NA000345 NA000381 0.3556016841458954 628321 7037 3220 0.994875230972703 0.988800310669228 0.251664926339501 T001063 Raja Orangutan 2025-02-21 T001183 Pini Orangutan 2025-04-13 51 Pini/Raja Raja_21Feb25 Pini_13Apr25
CAVAIJ01.fasta NA000345 NA000410 0.8162170322375363 1682397 18465 4259 0.997468492870589 0.9890245881322898 0.673859885438809 T001063 Raja Orangutan 2025-02-21 T001062 Dokana Orangutan 2025-02-21 0 Dokana/Raja Raja_21Feb25 Dokana_21Feb25
CAVAIJ01.fasta NA000348 NA000373 0.5166597947091809 918051 9717 2769 0.996983827695847 0.9894156207008108 0.367712104626306 T001066 Padana Orangutan 2025-02-21 T001163 Lursa Orangutan 2025-03-30 37 Lursa/Padana Padana_21Feb25 Lursa_30Mar25
CAVAIJ01.fasta NA000348 NA000410 0.7631454387428069 1547921 16782 4671 0.99698240414078 0.9891583614409263 0.61999746060432 T001066 Padana Orangutan 2025-02-21 T001062 Dokana Orangutan 2025-02-21 0 Dokana/Padana Padana_21Feb25 Dokana_21Feb25
CAVAIJ01.fasta NA000373 NA000410 0.5374526941199637 1101085 8724 705 0.999359722455578 0.9920769059609386 0.441023736941038 T001163 Lursa Orangutan 2025-03-30 T001062 Dokana Orangutan 2025-02-21 37 Dokana/Lursa Lursa_30Mar25 Dokana_21Feb25
CAVAIJ01.fasta NA000381 NA000410 0.35002065362496104 686762 7613 2925 0.995740882576497 0.9889146458307245 0.275072627116981 T001183 Pini Orangutan 2025-04-13 T001062 Dokana Orangutan 2025-02-21 51 Dokana/Pini Pini_13Apr25 Dokana_21Feb25
CAVAIJ01.fasta NA000405 NA000410 0.3414344963377143 667582 7171 2888 0.995673939680818 0.9892582484249126 0.267390354381879 T001183 Pini Orangutan 2025-04-13 T001062 Dokana Orangutan 2025-02-21 51 Dokana/Pini Pini_13Apr25 Dokana_21Feb25
CAVAJG01.fasta NA000355 NA000369 0.34037409496203214 554404 576 125 0.99977453265128 0.9989610464570963 0.287380440439486 T001074 Pini Orangutan 2025-02-27 T001098 Padana Orangutan 2025-03-15 16 Padana/Pini Pini_27Feb25 Padana_15Mar25
CAVAJG01.fasta NA000355 NA000371 0.31878483179767436 523520 412 36 0.999931234718826 0.9992130195599022 0.271371433429195 T001074 Pini Orangutan 2025-02-27 T001160 Pini Orangutan 2025-03-29 30 Pini/Pini Pini_27Feb25 Pini_29Mar25
CAVAJG01.fasta NA000355 NA000386 0.8808501429255287 1497362 1569 349 0.999766923429338 0.9989521571937848 0.776171440064194 T001074 Pini Orangutan 2025-02-27 T001188 Padana Orangutan 2025-04-30 62 Padana/Pini Pini_27Feb25 Padana_30Apr25
CAVAJG01.fasta NA000355 NA000391 0.5186779783343336 860022 312 0 1 0.9996372185827804 0.44580035704585 T001074 Pini Orangutan 2025-02-27 T001074 Pini Orangutan 2025-02-27 0 Pini/Pini Pini_27Feb25 Pini_27Feb25
CAVAJG01.fasta NA000355 NA000412 0.3383942446782522 556031 255 4 0.999992806156491 0.9995413924763188 0.288223810935721 T001074 Pini Orangutan 2025-02-27 T001064 Pini Orangutan 2025-02-21 6 Pini/Pini Pini_27Feb25 Pini_21Feb25
CAVAJG01.fasta NA000369 NA000386 0.34265459283966104 532287 505 14 0.999973698399548 0.9990512636979675 0.275915888955009 T001098 Padana Orangutan 2025-03-15 T001188 Padana Orangutan 2025-04-30 46 Padana/Padana Padana_15Mar25 Padana_30Apr25
CAVAJG01.fasta NA000371 NA000386 0.3212188487257027 501837 694 120 0.999760878532272 0.9986170808449756 0.260131849858281 T001160 Pini Orangutan 2025-03-29 T001188 Padana Orangutan 2025-04-30 32 Padana/Pini Pini_29Mar25 Padana_30Apr25
CAVAJG01.fasta NA000386 NA000391 0.5176688589616798 824352 880 176 0.999786498971313 0.9989324948565661 0.427310482675397 T001188 Padana Orangutan 2025-04-30 T001074 Pini Orangutan 2025-02-27 62 Padana/Pini Padana_30Apr25 Pini_27Feb25
CAVAJG01.fasta NA000386 NA000412 0.343730450445722 536447 576 93 0.999826637114198 0.9989262685782566 0.278072263426023 T001188 Padana Orangutan 2025-04-30 T001064 Pini Orangutan 2025-02-21 68 Padana/Pini Padana_30Apr25 Pini_21Feb25
CAVAOT01.fasta NA000355 NA000386 0.4475792517517742 552938 346 59 0.999893297259367 0.9993742517244248 0.287947299214956 T001074 Pini Orangutan 2025-02-27 T001188 Padana Orangutan 2025-04-30 62 Padana/Pini Pini_27Feb25 Padana_30Apr25
CAVAUN01.fasta NA000332 NA000344 0.8018821422747057 1152013 1112 37 0.999967882306884 0.9990347331149909 0.657120839279868 T001080 Dokana Orangutan 2025-03-02 T001062 Dokana Orangutan 2025-02-21 9 Dokana/Dokana Dokana_02Mar25 Dokana_21Feb25
CAVAUN01.fasta NA000332 NA000345 0.580253642881315 744749 13918 7147 0.990403478218836 0.9813118245207446 0.424812990767328 T001080 Dokana Orangutan 2025-03-02 T001063 Raja Orangutan 2025-02-21 9 Dokana/Raja Dokana_02Mar25 Raja_21Feb25
CAVAUN01.fasta NA000332 NA000355 0.7677529995260621 1095510 21984 11397 0.98959662622888 0.9799326341156174 0.624890908904229 T001080 Dokana Orangutan 2025-03-02 T001074 Pini Orangutan 2025-02-27 3 Dokana/Pini Dokana_02Mar25 Pini_27Feb25
CAVAUN01.fasta NA000332 NA000369 0.629042901806629 828171 16475 13164 0.984104731993755 0.9801067653902394 0.472397813728879 T001080 Dokana Orangutan 2025-03-02 T001098 Padana Orangutan 2025-03-15 13 Dokana/Padana Dokana_02Mar25 Padana_15Mar25
CAVAUN01.fasta NA000332 NA000371 0.4457796658925356 534654 10309 5974 0.988826418580989 0.9807183711334807 0.304972500487701 T001080 Dokana Orangutan 2025-03-02 T001160 Pini Orangutan 2025-03-29 27 Dokana/Pini Dokana_02Mar25 Pini_29Mar25
CAVAUN01.fasta NA000332 NA000386 0.5443340494808487 687326 13733 10711 0.984416419573827 0.9800196704329532 0.392058282310073 T001080 Dokana Orangutan 2025-03-02 T001188 Padana Orangutan 2025-04-30 59 Dokana/Padana Dokana_02Mar25 Padana_30Apr25
CAVAUN01.fasta NA000332 NA000391 0.5851475067980899 758324 14675 8069 0.989359429478692 0.9806481134712867 0.432556319525966 T001080 Dokana Orangutan 2025-03-02 T001074 Pini Orangutan 2025-02-27 3 Dokana/Pini Dokana_02Mar25 Pini_27Feb25
