genome name1 name2 coverage_overlap compared_bases_count consensus_SNPs population_SNPs popANI conANI percent_compared tid1 animal1 exhibit1 date1 tid2 animal2 exhibit2 date2 timediff dyad sample1 sample2
CAVBRO01.fasta NA000377 NA000383 0.42364417702846957 797066 1777 264 0.999668785269978 0.9977705735785996 0.275002354749884 T001167 Riet Chimpanzee_A_Group 2025-03-31 T001185 Swela Chimpanzee_A_Group 2025-04-17 17 Riet/Swela Riet_31Mar25 Swela_17Apr25
CAVBSP01.fasta NA000338 NA000376 0.5268441637774127 909185 1451 91 0.999899910359278 0.998404065179254 0.362774898691084 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001166 Sandra Chimpanzee_A_Group 2025-03-31 20 Riet/Sandra Riet_11Mar25 Sandra_31Mar25
CAVBSP01.fasta NA000338 NA000377 0.5374956592724589 932743 1029 26 0.999972125226348 0.9988968022274088 0.372174801970796 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001167 Riet Chimpanzee_A_Group 2025-03-31 20 Riet/Riet Riet_11Mar25 Riet_31Mar25
CAVBSP01.fasta NA000338 NA000385 0.7472793126517371 1352557 11343 8074 0.994030565809796 0.9916136621229271 0.539685244091045 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001187 Bambari Chimpanzee_A_Group 2025-04-17 37 Bambari/Riet Riet_11Mar25 Bambari_17Apr25
CAVBSP01.fasta NA000338 NA000401 0.7257159348305297 1263965 1711 53 0.999958068459174 0.9986463232763565 0.504336053524944 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001167 Riet Chimpanzee_A_Group 2025-03-31 20 Riet/Riet Riet_11Mar25 Riet_31Mar25
CAVBSP01.fasta NA000376 NA000385 0.495960958854208 769486 6153 4629 0.993984296010584 0.9920037531547032 0.307033448301729 T001166 Sandra Chimpanzee_A_Group 2025-03-31 T001187 Bambari Chimpanzee_A_Group 2025-04-17 17 Bambari/Sandra Sandra_31Mar25 Bambari_17Apr25
CAVBSP01.fasta NA000376 NA000401 0.5162324103232554 737359 1427 139 0.999811489383055 0.9980647147454632 0.29421441898399 T001166 Sandra Chimpanzee_A_Group 2025-03-31 T001167 Riet Chimpanzee_A_Group 2025-03-31 0 Riet/Sandra Sandra_31Mar25 Riet_31Mar25
CAVBSP01.fasta NA000377 NA000385 0.5017878075138419 785123 6326 4947 0.993699076450442 0.9919426637609648 0.313272784730324 T001167 Riet Chimpanzee_A_Group 2025-03-31 T001187 Bambari Chimpanzee_A_Group 2025-04-17 17 Bambari/Riet Riet_31Mar25 Bambari_17Apr25
CAVBSP01.fasta NA000377 NA000401 0.5244574476459926 755667 1132 64 0.999915306609922 0.9985019856629971 0.301519514036412 T001167 Riet Chimpanzee_A_Group 2025-03-31 T001167 Riet Chimpanzee_A_Group 2025-03-31 0 Riet/Riet Riet_31Mar25 Riet_31Mar25
CAVBSP01.fasta NA000385 NA000401 0.6442738639925221 1051892 8454 6237 0.994070684062622 0.9919630532412073 0.419716574441903 T001187 Bambari Chimpanzee_A_Group 2025-04-17 T001167 Riet Chimpanzee_A_Group 2025-03-31 17 Bambari/Riet Bambari_17Apr25 Riet_31Mar25
CAVBWT01.fasta NA000379 NA000403 0.965052353030771 1991283 815 30 0.999984934336305 0.9995907161362799 0.681780224061881 T001169 Tai Chimpanzee_A_Group 2025-04-03 T001169 Tai Chimpanzee_A_Group 2025-04-03 0 Tai/Tai Tai_03Apr25 Tai_03Apr25
CAVCCX01.fasta NA000339 NA000379 0.49181482633411383 780536 162 11 0.999985907120235 0.999792450316193 0.383996568050598 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001169 Tai Chimpanzee_A_Group 2025-04-03 16 Azibo/Tai Azibo_18Mar25 Tai_03Apr25
CAVCCX01.fasta NA000339 NA000383 0.49211868352487187 796579 118 2 0.999997489263463 0.9998518665443101 0.391889166138624 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001185 Swela Chimpanzee_A_Group 2025-04-17 30 Azibo/Swela Azibo_18Mar25 Swela_17Apr25
CAVCCX01.fasta NA000339 NA000403 0.4925850105761647 803525 145 10 0.999987554836502 0.9998195451292742 0.395306356584266 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001169 Tai Chimpanzee_A_Group 2025-04-03 16 Azibo/Tai Azibo_18Mar25 Tai_03Apr25
CAVCCX01.fasta NA000379 NA000382 0.430069340930275 678358 183 21 0.999969042894755 0.9997302309400051 0.333728545396583 T001169 Tai Chimpanzee_A_Group 2025-04-03 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 11 Fraukje/Tai Tai_03Apr25 Fraukje_14Apr25
CAVCCX01.fasta NA000379 NA000383 0.8942342189106564 1549209 347 29 0.999981280769735 0.9997760147275158 0.762156952649331 T001169 Tai Chimpanzee_A_Group 2025-04-03 T001185 Swela Chimpanzee_A_Group 2025-04-17 14 Swela/Tai Tai_03Apr25 Swela_17Apr25
CAVCCX01.fasta NA000379 NA000403 0.9036652586567606 1570594 194 5 0.999996816491086 0.9998764798541189 0.772677628963764 T001169 Tai Chimpanzee_A_Group 2025-04-03 T001169 Tai Chimpanzee_A_Group 2025-04-03 0 Tai/Tai Tai_03Apr25 Tai_03Apr25
CAVCCX01.fasta NA000382 NA000383 0.43043568960153006 692409 187 28 0.99995956147306 0.999729928409365 0.340641148758477 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 T001185 Swela Chimpanzee_A_Group 2025-04-17 3 Fraukje/Swela Fraukje_14Apr25 Swela_17Apr25
CAVCCX01.fasta NA000382 NA000403 0.4291443747990442 698959 179 15 0.999978539513763 0.9997439048642338 0.343863520975429 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 T001169 Tai Chimpanzee_A_Group 2025-04-03 11 Fraukje/Tai Fraukje_14Apr25 Tai_03Apr25
CAVCCX01.fasta NA000383 NA000403 0.920927353744021 1608866 353 22 0.999986325772314 0.9997805908012227 0.791506122015247 T001185 Swela Chimpanzee_A_Group 2025-04-17 T001169 Tai Chimpanzee_A_Group 2025-04-03 14 Swela/Tai Swela_17Apr25 Tai_03Apr25
CAVCJM01.fasta NA000339 NA000382 0.4705965899837874 638625 5935 362 0.999433157173615 0.9907065962027795 0.365331479860646 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 27 Azibo/Fraukje Azibo_18Mar25 Fraukje_14Apr25
CAVCJM01.fasta NA000339 NA000406 0.4104917151891843 462816 4488 397 0.999142207702413 0.9903028417340801 0.264758276270401 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 27 Azibo/Fraukje Azibo_18Mar25 Fraukje_14Apr25
CAVCJM01.fasta NA000382 NA000406 0.589069980018453 817320 6821 265 0.999675769588411 0.9916544315567953 0.467555647085071 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 0 Fraukje/Fraukje Fraukje_14Apr25 Fraukje_14Apr25
CAVCNU01.fasta NA000338 NA000339 0.48419141803028043 1152633 5242 471 0.999591370366804 0.9954521517256577 0.315598860853801 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001099 Azibo Chimpanzee_A_Group 2025-03-18 7 Azibo/Riet Riet_11Mar25 Azibo_18Mar25
CAVCNU01.fasta NA000339 NA000377 0.44058903906320457 1045751 6266 778 0.999256037048972 0.9940081338674311 0.2863338324833 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001167 Riet Chimpanzee_A_Group 2025-03-31 13 Azibo/Riet Azibo_18Mar25 Riet_31Mar25
CAVCNU01.fasta NA000339 NA000401 0.41243296212712377 964402 5998 746 0.999226463653124 0.9937806018651973 0.264059915519621 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001167 Riet Chimpanzee_A_Group 2025-03-31 13 Azibo/Riet Azibo_18Mar25 Riet_31Mar25
CAVCQM01.fasta NA000339 NA000382 0.6143257201529463 1149504 6354 434 0.999622445854908 0.9944723985301487 0.490711309074051 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 27 Azibo/Fraukje Azibo_18Mar25 Fraukje_14Apr25
CAVCQM01.fasta NA000339 NA000406 0.46949212942727003 831416 4646 368 0.99955738162364 0.9944119429984508 0.354922848241599 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 27 Azibo/Fraukje Azibo_18Mar25 Fraukje_14Apr25
CAVCQM01.fasta NA000382 NA000406 0.43931724931598937 728391 4038 288 0.999604607964678 0.9944562741714271 0.310942546635555 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 0 Fraukje/Fraukje Fraukje_14Apr25 Fraukje_14Apr25
CAVCRQ01.fasta NA000338 NA000339 0.9156040423066418 1206555 9985 271 0.99977539357924 0.9917243722830704 0.823330758480637 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001099 Azibo Chimpanzee_A_Group 2025-03-18 7 Azibo/Riet Riet_11Mar25 Azibo_18Mar25
CAVCRQ01.fasta NA000338 NA000357 0.35353495148468866 441708 3419 143 0.999676256712579 0.9922595923098517 0.301413348473103 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001076 Riet Chimpanzee_A_Group 2025-02-28 11 Riet/Riet Riet_11Mar25 Riet_28Feb25
CAVCRQ01.fasta NA000338 NA000377 0.9066916327666202 1191961 8054 100 0.999916104637652 0.9932430675164707 0.813372083501654 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001167 Riet Chimpanzee_A_Group 2025-03-31 20 Riet/Riet Riet_11Mar25 Riet_31Mar25
CAVCRQ01.fasta NA000338 NA000382 0.8911034092715258 1177464 10076 302 0.999743516574604 0.991442625846735 0.803479599523971 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 34 Fraukje/Riet Riet_11Mar25 Fraukje_14Apr25
CAVCRQ01.fasta NA000338 NA000401 0.9109639598843284 1199229 8053 101 0.999915779221483 0.993284852184195 0.818331631928901 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001167 Riet Chimpanzee_A_Group 2025-03-31 20 Riet/Riet Riet_11Mar25 Riet_31Mar25
CAVCRQ01.fasta NA000338 NA000406 0.7379056959124447 954172 8538 405 0.99957554822401 0.9910519277446833 0.651109279296001 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 34 Fraukje/Riet Riet_11Mar25 Fraukje_14Apr25
CAVCRQ01.fasta NA000339 NA000357 0.3534722698470124 435726 3476 202 0.999536405906464 0.9920225095587594 0.297331342599164 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001076 Riet Chimpanzee_A_Group 2025-02-28 18 Azibo/Riet Azibo_18Mar25 Riet_28Feb25
CAVCRQ01.fasta NA000339 NA000377 0.8971894061025962 1174817 8550 157 0.999866362165342 0.9927222707877057 0.801673335808103 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001167 Riet Chimpanzee_A_Group 2025-03-31 13 Azibo/Riet Azibo_18Mar25 Riet_31Mar25
CAVCRQ01.fasta NA000339 NA000382 0.8869925255226715 1163957 8865 185 0.99984105942058 0.9923837392618455 0.794262673188414 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 27 Azibo/Fraukje Azibo_18Mar25 Fraukje_14Apr25
CAVCRQ01.fasta NA000339 NA000401 0.9013818973130091 1182067 8530 178 0.999849416319041 0.9927838269742747 0.80662060136913 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001167 Riet Chimpanzee_A_Group 2025-03-31 13 Azibo/Riet Azibo_18Mar25 Riet_31Mar25
CAVCRQ01.fasta NA000339 NA000406 0.7368014083171288 944250 7580 256 0.99972888535875 0.9919724649192481 0.644338690482689 T001099 Azibo Chimpanzee_A_Group 2025-03-18 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 27 Azibo/Fraukje Azibo_18Mar25 Fraukje_14Apr25
CAVCRQ01.fasta NA000357 NA000377 0.35662625892727406 434147 3125 133 0.999693652150078 0.992801977210484 0.296253862279045 T001076 Riet Chimpanzee_A_Group 2025-02-28 T001167 Riet Chimpanzee_A_Group 2025-03-31 31 Riet/Riet Riet_28Feb25 Riet_31Mar25
CAVCRQ01.fasta NA000357 NA000382 0.3520309996627254 428674 3460 162 0.999622090446353 0.991928598422111 0.292519188566562 T001076 Riet Chimpanzee_A_Group 2025-02-28 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 45 Fraukje/Riet Riet_28Feb25 Fraukje_14Apr25
CAVCRQ01.fasta NA000357 NA000401 0.3548995843167477 435423 3081 117 0.999731295774454 0.9929241220606169 0.297124581017786 T001076 Riet Chimpanzee_A_Group 2025-02-28 T001167 Riet Chimpanzee_A_Group 2025-03-31 31 Riet/Riet Riet_28Feb25 Riet_31Mar25
CAVCRQ01.fasta NA000377 NA000382 0.875969307641172 1147946 8685 222 0.999806611112369 0.9924343131122892 0.783337063685297 T001167 Riet Chimpanzee_A_Group 2025-03-31 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 14 Fraukje/Riet Riet_31Mar25 Fraukje_14Apr25
CAVCRQ01.fasta NA000377 NA000401 0.8931117230295278 1167972 7221 105 0.999910100584603 0.9938174887754159 0.797002434737037 T001167 Riet Chimpanzee_A_Group 2025-03-31 T001167 Riet Chimpanzee_A_Group 2025-03-31 0 Riet/Riet Riet_31Mar25 Riet_31Mar25
CAVCRQ01.fasta NA000377 NA000406 0.7319061379424066 932860 7427 278 0.999701991724374 0.9920384623630556 0.636566365690952 T001167 Riet Chimpanzee_A_Group 2025-03-31 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 14 Fraukje/Riet Riet_31Mar25 Fraukje_14Apr25
CAVCRQ01.fasta NA000382 NA000401 0.8778276711914649 1153618 8815 228 0.999802360920166 0.9923588224178194 0.787207531307661 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 T001167 Riet Chimpanzee_A_Group 2025-03-31 14 Fraukje/Riet Fraukje_14Apr25 Riet_31Mar25
CAVCRQ01.fasta NA000382 NA000406 0.7297754276298155 927916 7110 194 0.999790929351364 0.9923376684958553 0.63319267176906 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 0 Fraukje/Fraukje Fraukje_14Apr25 Fraukje_14Apr25
CAVCRQ01.fasta NA000401 NA000406 0.7322069863727751 937205 7608 307 0.999672430258055 0.9918822456132863 0.639531313120285 T001167 Riet Chimpanzee_A_Group 2025-03-31 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 14 Fraukje/Riet Riet_31Mar25 Fraukje_14Apr25
CAVCRX01.fasta NA000338 NA000339 0.7840845433641164 1181915 161 18 0.999984770478418 0.9998637803902988 0.706276151127673 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001099 Azibo Chimpanzee_A_Group 2025-03-18 7 Azibo/Riet Riet_11Mar25 Azibo_18Mar25
CAVDDQ01.fasta NA000338 NA000379 0.39288763054433135 465038 2679 1005 0.997838886284562 0.9942391804540704 0.253995597769391 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001169 Tai Chimpanzee_A_Group 2025-04-03 23 Riet/Tai Riet_11Mar25 Tai_03Apr25
CAVDDQ01.fasta NA000338 NA000401 0.5003600664271842 640115 3384 1225 0.998086281371316 0.9947134499269662 0.349619583918204 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001167 Riet Chimpanzee_A_Group 2025-03-31 20 Riet/Riet Riet_11Mar25 Riet_31Mar25
CAVDDQ01.fasta NA000338 NA000403 0.5346361555684921 695026 3877 1443 0.997923818677287 0.9944217914149974 0.379611008853618 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001169 Tai Chimpanzee_A_Group 2025-04-03 23 Riet/Tai Riet_11Mar25 Tai_03Apr25
CAVDDQ01.fasta NA000379 NA000403 0.41469129259932 478275 159 10 0.999979091526841 0.9996675552767759 0.261225414962122 T001169 Tai Chimpanzee_A_Group 2025-04-03 T001169 Tai Chimpanzee_A_Group 2025-04-03 0 Tai/Tai Tai_03Apr25 Tai_03Apr25
CAVDDQ01.fasta NA000401 NA000403 0.5152474292096673 643264 672 222 0.999654885086061 0.9989553278280768 0.351339512477538 T001167 Riet Chimpanzee_A_Group 2025-03-31 T001169 Tai Chimpanzee_A_Group 2025-04-03 3 Riet/Tai Riet_31Mar25 Tai_03Apr25
CAVDJI01.fasta NA000338 NA000376 0.6629065955232468 391597 934 46 0.999882532297234 0.9976148949047107 0.40577182724101 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001166 Sandra Chimpanzee_A_Group 2025-03-31 20 Riet/Sandra Riet_11Mar25 Sandra_31Mar25
CAVDJI01.fasta NA000338 NA000383 0.698167212738799 435313 1165 48 0.999889734512868 0.9973237647393944 0.451070236574248 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001185 Swela Chimpanzee_A_Group 2025-04-17 37 Riet/Swela Riet_11Mar25 Swela_17Apr25
CAVDJI01.fasta NA000338 NA000403 0.5153102324011218 245657 512 22 0.99991044423729 0.9979157931587539 0.254549166016453 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001169 Tai Chimpanzee_A_Group 2025-04-03 23 Riet/Tai Riet_11Mar25 Tai_03Apr25
CAVDJI01.fasta NA000376 NA000383 0.6948328510081698 438207 1056 29 0.999933821230606 0.9975901799834325 0.454068992101067 T001166 Sandra Chimpanzee_A_Group 2025-03-31 T001185 Swela Chimpanzee_A_Group 2025-04-17 17 Sandra/Swela Sandra_31Mar25 Swela_17Apr25
CAVDJI01.fasta NA000376 NA000403 0.4980511603735367 244257 707 20 0.999918119030366 0.9971055077234224 0.253098489534923 T001166 Sandra Chimpanzee_A_Group 2025-03-31 T001169 Tai Chimpanzee_A_Group 2025-04-03 3 Sandra/Tai Sandra_31Mar25 Tai_03Apr25
CAVDJI01.fasta NA000383 NA000403 0.48294358005760873 259082 790 40 0.999845608726195 0.9969507723423472 0.268460117276832 T001185 Swela Chimpanzee_A_Group 2025-04-17 T001169 Tai Chimpanzee_A_Group 2025-04-03 14 Swela/Tai Swela_17Apr25 Tai_03Apr25
CAVDUV01.fasta NA000338 NA000357 0.31489360116213666 676040 83 2 0.999997041595172 0.9998772261996332 0.261266751869628 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001076 Riet Chimpanzee_A_Group 2025-02-28 11 Riet/Riet Riet_11Mar25 Riet_28Feb25
CAVDUV01.fasta NA000338 NA000377 0.5103388011675466 1122051 126 5 0.999995543874565 0.9998877056390485 0.433635021895254 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001167 Riet Chimpanzee_A_Group 2025-03-31 20 Riet/Riet Riet_11Mar25 Riet_31Mar25
CAVDUV01.fasta NA000338 NA000401 0.6565616909398267 1482075 149 2 0.999998650540627 0.9998994652767235 0.572772204717441 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001167 Riet Chimpanzee_A_Group 2025-03-31 20 Riet/Riet Riet_11Mar25 Riet_31Mar25
CAVDUV01.fasta NA000377 NA000401 0.46395769101971973 912879 147 8 0.999991236516559 0.9998389709917743 0.352797069966265 T001167 Riet Chimpanzee_A_Group 2025-03-31 T001167 Riet Chimpanzee_A_Group 2025-03-31 0 Riet/Riet Riet_31Mar25 Riet_31Mar25
CAVEIE01.fasta NA000338 NA000377 0.8068612067987858 1267745 632 25 0.999980279945888 0.9995014770320529 0.578265347640221 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001167 Riet Chimpanzee_A_Group 2025-03-31 20 Riet/Riet Riet_11Mar25 Riet_31Mar25
CAVEIE01.fasta NA000338 NA000401 0.887419240254963 1431242 733 31 0.999978340490287 0.9994878573993776 0.652842371839199 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001167 Riet Chimpanzee_A_Group 2025-03-31 20 Riet/Riet Riet_11Mar25 Riet_31Mar25
CAVEIE01.fasta NA000377 NA000401 0.812320921398953 1292885 530 9 0.999993038824025 0.9995900640814922 0.589732630760782 T001167 Riet Chimpanzee_A_Group 2025-03-31 T001167 Riet Chimpanzee_A_Group 2025-03-31 0 Riet/Riet Riet_31Mar25 Riet_31Mar25
CAVETA01.fasta NA000377 NA000401 0.44912008789545455 684113 84 2 0.999997076506367 0.9998772132673988 0.297465784040727 T001167 Riet Chimpanzee_A_Group 2025-03-31 T001167 Riet Chimpanzee_A_Group 2025-03-31 0 Riet/Riet Riet_31Mar25 Riet_31Mar25
CAVEUH01.fasta NA000338 NA000357 0.9873483987034267 1509963 370 5 0.999996688660583 0.9997549608831474 0.896867775879724 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001076 Riet Chimpanzee_A_Group 2025-02-28 11 Riet/Riet Riet_11Mar25 Riet_28Feb25
CAVEUH01.fasta NA000338 NA000376 0.9323844692269619 1412374 1405 3 0.999997875916719 0.9990052209967049 0.838903157289516 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001166 Sandra Chimpanzee_A_Group 2025-03-31 20 Riet/Sandra Riet_11Mar25 Sandra_31Mar25
CAVEUH01.fasta NA000338 NA000377 0.9823880790288524 1499138 462 4 0.999997331800008 0.9996918229008938 0.890438086096665 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001167 Riet Chimpanzee_A_Group 2025-03-31 20 Riet/Riet Riet_11Mar25 Riet_31Mar25
CAVEUH01.fasta NA000338 NA000382 0.9890166669942287 1512991 936 5 0.999996695287679 0.9993813578534175 0.89866630711881 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001184 Fraukje Chimpanzee_A_Group 2025-04-14 34 Fraukje/Riet Riet_11Mar25 Fraukje_14Apr25
CAVEUH01.fasta NA000338 NA000393 0.9803333501384148 1494642 400 1 0.999999330943463 0.9997323773853538 0.887767611707322 T001091 Riet Chimpanzee_A_Group 2025-03-11 T001076 Riet Chimpanzee_A_Group 2025-02-28 11 Riet/Riet Riet_11Mar25 Riet_28Feb25
