genome name1 name2 coverage_overlap compared_bases_count consensus_SNPs population_SNPs popANI conANI percent_compared tid1 animal1 exhibit1 date1 tid2 animal2 exhibit2 date2 timediff dyad sample1 sample2
CAVAFY01.fasta NA000367 NA000398 0.7277603099097053 926605 40 2 0.999997841582983 0.9999568316596608 0.483465425573545 T001096 Luiza Bonobo 2025-03-14 T001097 Gerda Bonobo 2025-03-14 0 Gerda/Luiza Luiza_14Mar25 Gerda_14Mar25
CAVAFY01.fasta NA000367 NA000400 0.7488285876952092 912645 56 3 0.999996712851109 0.9999386398873603 0.476181655961891 T001096 Luiza Bonobo 2025-03-14 T001159 Sumai Bonobo 2025-03-24 10 Luiza/Sumai Luiza_14Mar25 Sumai_24Mar25
CAVAFY01.fasta NA000367 NA000402 0.6030218863801964 617036 25 0 1 0.9999594837254229 0.321944703875112 T001096 Luiza Bonobo 2025-03-14 T001168 Kuno Bonobo 2025-04-03 20 Kuno/Luiza Luiza_14Mar25 Kuno_03Apr25
CAVAFY01.fasta NA000368 NA000370 0.7336912542582082 854124 57 13 0.999984779727534 0.9999332649591862 0.445647738953036 T001097 Gerda Bonobo 2025-03-14 T001159 Sumai Bonobo 2025-03-24 10 Gerda/Sumai Gerda_14Mar25 Sumai_24Mar25
CAVAFY01.fasta NA000368 NA000374 0.7291362388947294 828484 114 13 0.999984308689124 0.9998623992738545 0.432269812531632 T001097 Gerda Bonobo 2025-03-14 T001164 Gerda Bonobo 2025-03-30 16 Gerda/Gerda Gerda_14Mar25 Gerda_30Mar25
CAVAFY01.fasta NA000368 NA000378 0.729264213262912 844402 39 2 0.999997631459897 0.9999538134679927 0.44057518822492 T001097 Gerda Bonobo 2025-03-14 T001168 Kuno Bonobo 2025-04-03 20 Gerda/Kuno Gerda_14Mar25 Kuno_03Apr25
CAVAFY01.fasta NA000368 NA000395 0.7195094815113546 868171 56 3 0.999996544459559 0.999935496578439 0.452976901684763 T001097 Gerda Bonobo 2025-03-14 T001094 Sumai Bonobo 2025-03-12 2 Gerda/Sumai Gerda_14Mar25 Sumai_12Mar25
CAVAFY01.fasta NA000368 NA000397 0.6869844997571177 882823 52 8 0.999990938160877 0.9999410980457011 0.460621729216995 T001097 Gerda Bonobo 2025-03-14 T001096 Luiza Bonobo 2025-03-14 0 Gerda/Luiza Gerda_14Mar25 Luiza_14Mar25
CAVAFY01.fasta NA000368 NA000398 0.6937183279253684 880899 46 7 0.999992053572544 0.9999477806195716 0.459617862975389 T001097 Gerda Bonobo 2025-03-14 T001097 Gerda Bonobo 2025-03-14 0 Gerda/Gerda Gerda_14Mar25 Gerda_14Mar25
CAVAFY01.fasta NA000368 NA000400 0.7174152542908474 870210 62 5 0.999994254260466 0.9999287528297767 0.454040770326465 T001097 Gerda Bonobo 2025-03-14 T001159 Sumai Bonobo 2025-03-24 10 Gerda/Sumai Gerda_14Mar25 Sumai_24Mar25
CAVAFY01.fasta NA000368 NA000402 0.5958503481867637 594258 38 2 0.999996634458434 0.9999360547102437 0.310060054576096 T001097 Gerda Bonobo 2025-03-14 T001168 Kuno Bonobo 2025-04-03 20 Gerda/Kuno Gerda_14Mar25 Kuno_03Apr25
CAVAFY01.fasta NA000370 NA000374 0.8569026954802944 1028570 117 10 0.999990277764275 0.9998862498420137 0.536666684058667 T001159 Sumai Bonobo 2025-03-24 T001164 Gerda Bonobo 2025-03-30 6 Gerda/Sumai Sumai_24Mar25 Gerda_30Mar25
CAVAFY01.fasta NA000370 NA000378 0.8736829258022449 1057636 50 5 0.999995272475596 0.9999527247559652 0.551832160242931 T001159 Sumai Bonobo 2025-03-24 T001168 Kuno Bonobo 2025-04-03 10 Kuno/Sumai Sumai_24Mar25 Kuno_03Apr25
CAVAFY01.fasta NA000370 NA000395 0.8869524733373585 1100448 41 2 0.999998182558376 0.9999627424467126 0.574169749398672 T001159 Sumai Bonobo 2025-03-24 T001094 Sumai Bonobo 2025-03-12 12 Sumai/Sumai Sumai_24Mar25 Sumai_12Mar25
CAVAFY01.fasta NA000370 NA000397 0.8711199928744603 1134975 46 1 0.999999118923324 0.9999594704729179 0.592184556947495 T001159 Sumai Bonobo 2025-03-24 T001096 Luiza Bonobo 2025-03-14 10 Luiza/Sumai Sumai_24Mar25 Luiza_14Mar25
CAVAFY01.fasta NA000370 NA000398 0.8767747315959733 1130467 58 1 0.999999115409826 0.9999486937699199 0.589832462863732 T001159 Sumai Bonobo 2025-03-24 T001097 Gerda Bonobo 2025-03-14 10 Gerda/Sumai Sumai_24Mar25 Gerda_14Mar25
CAVAFY01.fasta NA000370 NA000400 0.8832938121580151 1101814 38 1 0.999999092405796 0.9999655114202579 0.574882473559812 T001159 Sumai Bonobo 2025-03-24 T001159 Sumai Bonobo 2025-03-24 0 Sumai/Sumai Sumai_24Mar25 Sumai_24Mar25
CAVAFY01.fasta NA000370 NA000402 0.6153555970224532 705157 39 4 0.999994327504371 0.9999446931676208 0.367922716908676 T001159 Sumai Bonobo 2025-03-24 T001168 Kuno Bonobo 2025-04-03 10 Kuno/Sumai Sumai_24Mar25 Kuno_03Apr25
CAVAFY01.fasta NA000374 NA000378 0.850768167863141 1017479 123 20 0.999980343574659 0.99987911298415 0.530879843889408 T001164 Gerda Bonobo 2025-03-30 T001168 Kuno Bonobo 2025-04-03 4 Gerda/Kuno Gerda_30Mar25 Kuno_03Apr25
CAVAFY01.fasta NA000374 NA000395 0.8583575527099496 1055842 115 7 0.999993370220166 0.9998910821884335 0.550896122801434 T001164 Gerda Bonobo 2025-03-30 T001094 Sumai Bonobo 2025-03-12 18 Gerda/Sumai Gerda_30Mar25 Sumai_12Mar25
CAVAFY01.fasta NA000374 NA000397 0.8345794547171962 1083686 158 15 0.999986158352143 0.9998542013092353 0.565424008264678 T001164 Gerda Bonobo 2025-03-30 T001096 Luiza Bonobo 2025-03-14 16 Gerda/Luiza Gerda_30Mar25 Luiza_14Mar25
CAVAFY01.fasta NA000374 NA000398 0.841047407226687 1080135 133 11 0.999989816087804 0.9998768672434464 0.563571238501714 T001164 Gerda Bonobo 2025-03-30 T001097 Gerda Bonobo 2025-03-14 16 Gerda/Gerda Gerda_30Mar25 Gerda_14Mar25
CAVAFY01.fasta NA000374 NA000400 0.8557863987637857 1058075 128 11 0.999989603761548 0.9998790255889233 0.552061212883298 T001164 Gerda Bonobo 2025-03-30 T001159 Sumai Bonobo 2025-03-24 6 Gerda/Sumai Gerda_30Mar25 Sumai_24Mar25
CAVAFY01.fasta NA000374 NA000402 0.6205339280967029 688885 91 10 0.999985483789021 0.9998679024800946 0.359432638175092 T001164 Gerda Bonobo 2025-03-30 T001168 Kuno Bonobo 2025-04-03 4 Gerda/Kuno Gerda_30Mar25 Kuno_03Apr25
CAVAFY01.fasta NA000378 NA000395 0.8795104661104917 1088562 67 4 0.999996325427491 0.9999384509104672 0.567968110028749 T001168 Kuno Bonobo 2025-04-03 T001094 Sumai Bonobo 2025-03-12 22 Kuno/Sumai Kuno_03Apr25 Sumai_12Mar25
CAVAFY01.fasta NA000378 NA000397 0.8600618255767822 1120601 46 0 1 0.9999589505988304 0.584684778695496 T001168 Kuno Bonobo 2025-04-03 T001096 Luiza Bonobo 2025-03-14 20 Kuno/Luiza Kuno_03Apr25 Luiza_14Mar25
CAVAFY01.fasta NA000378 NA000398 0.8679970345487286 1117928 50 1 0.99999910548801 0.999955274400498 0.583290114213264 T001168 Kuno Bonobo 2025-04-03 T001097 Gerda Bonobo 2025-03-14 20 Gerda/Kuno Kuno_03Apr25 Gerda_14Mar25
CAVAFY01.fasta NA000378 NA000400 0.8784388740947483 1091857 67 6 0.999994504774893 0.9999386366529683 0.5696873092315 T001168 Kuno Bonobo 2025-04-03 T001159 Sumai Bonobo 2025-03-24 10 Kuno/Sumai Kuno_03Apr25 Sumai_24Mar25
CAVAFY01.fasta NA000378 NA000402 0.6164645347288196 700313 23 3 0.999995716201184 0.9999671575424132 0.365395311464632 T001168 Kuno Bonobo 2025-04-03 T001168 Kuno Bonobo 2025-04-03 0 Kuno/Kuno Kuno_03Apr25 Kuno_03Apr25
CAVAFY01.fasta NA000395 NA000397 0.9079223209521572 1188507 79 6 0.999994951649422 0.9999335300507275 0.620115413312185 T001094 Sumai Bonobo 2025-03-12 T001096 Luiza Bonobo 2025-03-14 2 Luiza/Sumai Sumai_12Mar25 Luiza_14Mar25
CAVAFY01.fasta NA000395 NA000398 0.9127227433797833 1182885 61 2 0.999998309218563 0.9999484311661743 0.617182078587491 T001094 Sumai Bonobo 2025-03-12 T001097 Gerda Bonobo 2025-03-14 2 Gerda/Sumai Sumai_12Mar25 Gerda_14Mar25
CAVAFY01.fasta NA000395 NA000400 0.9085711530981517 1146036 44 0 1 0.9999616067907117 0.597955744316729 T001094 Sumai Bonobo 2025-03-12 T001159 Sumai Bonobo 2025-03-24 12 Sumai/Sumai Sumai_12Mar25 Sumai_24Mar25
CAVAFY01.fasta NA000395 NA000402 0.6033959823587787 717241 42 5 0.999993028842467 0.9999414422767243 0.374227664758764 T001094 Sumai Bonobo 2025-03-12 T001168 Kuno Bonobo 2025-04-03 22 Kuno/Sumai Sumai_12Mar25 Kuno_03Apr25
CAVAFY01.fasta NA000397 NA000398 0.9466609911164544 1254163 70 5 0.999996013277381 0.9999441858833341 0.654372087926995 T001096 Luiza Bonobo 2025-03-14 T001097 Gerda Bonobo 2025-03-14 0 Gerda/Luiza Luiza_14Mar25 Gerda_14Mar25
CAVAFY01.fasta NA000397 NA000400 0.9140822879444652 1196656 75 2 0.99999832867591 0.9999373253466326 0.624367235558988 T001096 Luiza Bonobo 2025-03-14 T001159 Sumai Bonobo 2025-03-24 10 Luiza/Sumai Luiza_14Mar25 Sumai_24Mar25
CAVAFY01.fasta NA000397 NA000402 0.5720147392552528 726370 34 1 0.99999862329116 0.9999531918994452 0.378990811806385 T001096 Luiza Bonobo 2025-03-14 T001168 Kuno Bonobo 2025-04-03 20 Kuno/Luiza Luiza_14Mar25 Kuno_03Apr25
CAVAFY01.fasta NA000398 NA000400 0.918904302036532 1191321 75 3 0.999997481787025 0.9999370446756164 0.621583645954534 T001097 Gerda Bonobo 2025-03-14 T001159 Sumai Bonobo 2025-03-24 10 Gerda/Sumai Gerda_14Mar25 Sumai_24Mar25
CAVAFY01.fasta NA000398 NA000402 0.5779083923786525 725270 32 0 1 0.9999558785004206 0.378416875805467 T001097 Gerda Bonobo 2025-03-14 T001168 Kuno Bonobo 2025-04-03 20 Gerda/Kuno Gerda_14Mar25 Kuno_03Apr25
CAVAFY01.fasta NA000400 NA000402 0.5989689120381683 717187 43 5 0.99999302831758 0.999940043531185 0.374199489718719 T001159 Sumai Bonobo 2025-03-24 T001168 Kuno Bonobo 2025-04-03 10 Kuno/Sumai Sumai_24Mar25 Kuno_03Apr25
CAVANT01.fasta NA000335 NA000350 0.5434469825377642 1013588 11165 2589 0.997445707723454 0.988984676219529 0.379413362201432 T001087 Yasa Bonobo 2025-03-08 T001068 Joey Bonobo 2025-02-25 11 Joey/Yasa Yasa_08Mar25 Joey_25Feb25
CAVANT01.fasta NA000350 NA000360 0.53547220487943 946703 10743 3820 0.995964943598996 0.9886521960952908 0.354376500349434 T001068 Joey Bonobo 2025-02-25 T001079 Yasa Bonobo 2025-03-01 4 Joey/Yasa Joey_25Feb25 Yasa_01Mar25
CAVANT01.fasta NA000350 NA000400 0.47658133014383763 851688 10814 4059 0.995234170259532 0.9873028620809499 0.318809819795236 T001068 Joey Bonobo 2025-02-25 T001159 Sumai Bonobo 2025-03-24 27 Joey/Sumai Joey_25Feb25 Sumai_24Mar25
CAVAOU01.fasta NA000335 NA000370 0.5670526221760551 884304 416 86 0.999902748376124 0.999529573540321 0.423150632426217 T001087 Yasa Bonobo 2025-03-08 T001159 Sumai Bonobo 2025-03-24 16 Sumai/Yasa Yasa_08Mar25 Sumai_24Mar25
CAVAOU01.fasta NA000335 NA000400 0.5652597668179855 884772 428 87 0.999901669582672 0.9995162595561342 0.423374576336881 T001087 Yasa Bonobo 2025-03-08 T001159 Sumai Bonobo 2025-03-24 16 Sumai/Yasa Yasa_08Mar25 Sumai_24Mar25
CAVAOU01.fasta NA000370 NA000400 0.8272076266347489 1427249 119 3 0.999997898054229 0.9999166228177424 0.682956672116926 T001159 Sumai Bonobo 2025-03-24 T001159 Sumai Bonobo 2025-03-24 0 Sumai/Sumai Sumai_24Mar25 Sumai_24Mar25
CAVAZJ01.fasta NA000335 NA000336 0.7659207925980915 1396142 97 1 0.999999283740479 0.9999305228264747 0.635058004555941 T001087 Yasa Bonobo 2025-03-08 T001088 Sumai Bonobo 2025-03-08 0 Sumai/Yasa Yasa_08Mar25 Sumai_08Mar25
CAVAZJ01.fasta NA000335 NA000350 0.7374696705741054 1367538 1659 432 0.999684103842087 0.9987868710046814 0.622047007707255 T001087 Yasa Bonobo 2025-03-08 T001068 Joey Bonobo 2025-02-25 11 Joey/Yasa Yasa_08Mar25 Joey_25Feb25
CAVAZJ01.fasta NA000335 NA000360 0.8245265117836329 1498187 196 6 0.999995995159483 0.9998691752097703 0.681474840432887 T001087 Yasa Bonobo 2025-03-08 T001079 Yasa Bonobo 2025-03-01 7 Yasa/Yasa Yasa_08Mar25 Yasa_01Mar25
